name,gender,origins
Sarah,f,"English, French, German, Danish, Swedish, Norwegian, Dutch, Hebrew, Arabic, Biblical"
Sarai,f,"Biblical, Biblical Latin, Biblical Hebrew, Spanish"
Saraid,f,"Irish, Irish Mythology"
Sárait,f,Irish Mythology
Saral,m,Hindi
Sarala,f,"Tamil, Telugu, Kannada"
Saramama,f,Inca Mythology
Sarangerel,f,Mongolian
Saranna,f,English (Rare)
Sarantuya,f,Mongolian
Sarantuyaa,f,Mongolian
Sarasvati,f,Hinduism
Saraswati,f,"Hinduism, Hindi, Marathi"
Sarava,m,Various (Rare)
Saray,f,Spanish
Sardar,m,"Persian, Urdu, Pashto"
Sardor,m,Uzbek
Sare,f,Turkish
Sargis,m,Armenian
Sargon,m,"Akkadian (Anglicized), Biblical, Biblical Hebrew"
Sári,f,Hungarian
Sari 1,f,Finnish
Sari 2,f,Indonesian
Sariah,f,Mormon
Sárika,f,Hungarian (Rare)
Sarika,f,"Hindi, Marathi"
Sarina,f,"German, Dutch, English (Modern)"
Sarit,f,Hebrew
Sarita 1,f,Spanish
Sarita 2,f,"Hindi, Marathi, Nepali"
Šárka,f,Czech
Sarkis,m,Armenian
Šarlota,f,Czech
Šarlote,f,Latvian
Sarmīte,f,Latvian
Sarnai,f,Mongolian
Saroj,m,"Hindi, Marathi, Nepali, Odia, Bengali"
Sarolt,f,Hungarian (Rare)
Sarolta,f,Hungarian
Sarpedon,m,Greek Mythology
Sarra,f,"Biblical Latin, Old Church Slavic"
Sarrha,f,Biblical Greek
Sarudzai,f,Shona
Saruman,m,Literature
Šarūnas,m,Lithuanian
Sarvesh,m,"Hindi, Marathi"
Saša,m,"Croatian, Serbian, Slovene"
Sascha,m,"German, Dutch"
Sasha,m,"Russian, Ukrainian, English, French"
Sashenka,f,Russian
Sashi,m,Kannada
Sashka,f,"Bulgarian, Macedonian"
Sasho,m,"Bulgarian, Macedonian"
Sashok,m,Russian
Sasithorn,f,Thai
Saška,f,"Slovene, Macedonian"
Saskia,f,"Dutch, German"
Saško,m,Macedonian
Sašo,m,"Slovene, Macedonian"
Sassa,f,Swedish (Rare)
Satan,m,"Theology, Biblical, Biblical Hebrew"
Satchel,m,English (Rare)
Satenik,f,Armenian
Sati,f,Hinduism
Satish,m,"Hindi, Marathi, Kannada, Telugu"
Satisha,m,Hinduism
Satomi,f,Japanese
Satoru,m,Japanese
Satoshi,m,Japanese
Satu,f,Finnish
Saturday,m,English (African)
Saturn,m,Roman Mythology (Anglicized)
Saturnina,f,"Ancient Roman, Spanish"
Saturnino,m,"Spanish, Italian (Rare), Portuguese (Rare)"
Saturninus,m,Ancient Roman
Saturnus,m,Roman Mythology
Satyavati,f,"Hinduism, Hindi, Telugu"
Saud,m,Arabic
Sauda,f,Swahili
Saúl,m,Spanish
Saul,m,"Biblical, Jewish, Biblical Latin"
Säule,f,Kazakh
Saule,f,"Latvian, Baltic Mythology"
Saulė,f,"Lithuanian, Baltic Mythology"
Sauli,m,Finnish
Sauliā,f,Baltic Mythology (Hypothetical)
Saulius,m,Lithuanian
Saulos,m,Biblical Greek
Saundra,f,English
Sauron,m,Literature
Šauška,f,"Hurrian Mythology, Hittite Mythology"
Sauveur,m,French
Sava,m,"Serbian, Bulgarian, Ukrainian"
Savanah,f,English
Savanna,f,English (Modern)
Savannah,f,English
Savaş,m,Turkish
Saveli,m,Russian
Saveliy,m,Russian
Savely,m,Russian
Saveria,f,Italian
Saverio,m,Italian
Saveriu,m,Corsican
Savina,f,Italian
Savino,m,Italian
Savio,m,Italian
Savita,f,"Hindi, Marathi, Kannada"
Savitr,m,Hinduism
Savitri,f,"Hinduism, Hindi, Marathi"
Savva,m,Russian
Savvas,m,Greek
Sawda,f,Arabic
Sawney,m,Scots
Sawsan,f,Arabic
Sawyer,m,English (Modern)
Sawyl,m,Welsh
Saxa,f,Germanic (Latinized)
Saxon,m,English (Rare)
Sayaka,f,Japanese
Sayed,m,Arabic
Sayen,f,Mapuche
Sayf ad-Din,m,Arabic
Sayfullah,m,"Arabic, Urdu"
Saylor,f,English (Modern)
Saynab,f,Somali
Sayuri,f,Japanese
Sayyid,m,Arabic
Sayyida,f,Arabic
Scaevola,m,Ancient Roman
Scarlet,f,English (Modern)
Scarlett,f,English
Scarlette,f,English (Modern)
Scáthach,f,Irish Mythology
Scevola,m,Italian (Rare)
Scheherazade,f,Literature
Schneeweißchen,f,Literature
Schneewittchen,f,Literature
Scholastica,f,Late Roman
Scholastique,f,French (Rare)
Schuyler,m,English
Schwanhild,f,German (Rare)
Scilla,f,Italian
Scipio,m,Ancient Roman
Scipione,m,Italian (Rare)
Scorpio,m,Astronomy
Scorpius,m,Astronomy
Scot,m,"English, Scottish"
Scott,m,"English, Scottish"
Scottie,m,English
Scotty,m,English
Scout,f,English (Modern)
Scovia,f,Eastern African
Sé,m,Irish
Seachlann,m,Irish (Rare)
Seachnall,m,Irish (Rare)
Sead,m,Bosnian
Séafra,m,Irish
Seaghdh,m,Scottish Gaelic (Rare)
Séaghdha,m,Irish (Rare)
Séamas,m,Irish
Séamus,m,Irish
Seán,m,Irish
Sean,m,"Irish, English"
Seanán,m,Irish
Seanna,f,English (Rare)
Séarlait,f,Irish
Séarlas,m,Irish
Sebastiaan,m,Dutch
Sebastián,m,"Spanish, Czech"
Sebastian,m,"German, English, Swedish, Norwegian, Danish, Polish, Finnish, Romanian, Czech"
Sebastiana,f,"Italian, Spanish, Portuguese"
Sebastiano,m,Italian
Sebastianus,m,Late Roman
Sebastião,m,Portuguese
Sébastien,m,French
Sébastienne,f,French
Sebastijan,m,"Slovene, Croatian"
Sebastjan,m,Slovene
Šebestián,m,Czech (Archaic)
Sebestyén,m,Hungarian
Sébire,f,Norman
Seble,f,Amharic
Şebnem,f,Turkish
Sechnall,m,Old Irish
Secondo,m,Italian
Secunda,f,Ancient Roman
Secundino,m,Spanish
Secundinus,m,Ancient Roman
Secundus,m,Ancient Roman
Seda,f,Turkish
Sedat,m,Turkish
Sedef,f,Turkish
Sedigheh,f,Persian
Sedna,f,New World Mythology
Seela,f,Finnish
Seema,f,"Hindi, Marathi"
Seera,f,Biblical Greek
Seeta,f,Hindi
Seetha,f,Tamil
Sef,m,Dutch
Sefa,m,Turkish
Seffora,f,Biblical Latin
Sefton,m,English (Rare)
Sefu,m,Swahili
Ségdae,m,"Old Irish, Irish Mythology"
Segismundo,m,Spanish
Ségolène,f,French
Segun,m,Yoruba
Segunda,f,Spanish
Segundo,m,Spanish
Seher,f,Turkish
Şehrazad,f,Turkish (Rare)
Şehrazat,f,Turkish
Şehzade,m,Turkish
Seija,f,Finnish
Seiji,m,Japanese
Seiko,f,Japanese
Seilenos,m,Greek Mythology
Seisyll,m,Old Welsh
Sejad,m,Bosnian
Šejma,f,Bosnian
Sekai,f,Shona
Sekani,m,Tumbuka
Sekar,m,Tamil
Sekhar,m,"Telugu, Bengali"
Sekhmet,f,Egyptian Mythology
Sela,f,English (Rare)
Selah,f,Biblical
Selâhattin,m,Turkish
Selahattin,m,Turkish
Selamawit,f,Amharic
Selbi,f,Turkmen
Selby,m,English (Rare)
Selcan,f,"Turkish, Azerbaijani, Turkic Mythology"
Selcen,f,Turkic Mythology
Selçuk,m,Turkish
Selena,f,"Spanish, English, Greek Mythology (Latinized)"
Sélène,f,French (Modern)
Selene,f,Greek Mythology
Seleucus,m,Ancient Greek (Latinized)
Seleukos,m,Ancient Greek
Selig,m,Yiddish (Rare)
Selim,m,"Turkish, Albanian"
Selima,f,Arabic
Selime,f,Turkish
Selin,f,Turkish
Selina,f,"English, German"
Selini,f,Greek
Seljuk,m,History
Selma 1,f,"English, German, Dutch, Swedish, Norwegian, Danish, Icelandic"
Selma 2,f,Turkish
Selman,m,"Turkish, Albanian"
Selvaggia,f,Italian (Rare)
Selvi,f,Turkish
Selwyn,m,English (Rare)
Sem,m,"Biblical Latin, Biblical Greek, Dutch"
Sema,f,Turkish
Semaj,m,African American (Modern)
Semanur,f,Turkish
Semele,f,Greek Mythology
Semen,m,"Ukrainian, Russian"
Semih,m,Turkish
Semiha,f,Turkish
Semion,m,Russian
Semir,m,Turkish
Semiramis,f,Ancient Assyrian (Hellenized)
Semisi,m,"Tongan, Fijian"
Semra,f,Turkish
Şemşat,f,Turkmen
Şemsettin,m,Turkish
Semyon,m,Russian
Sena,f,Turkish
Senán,m,"Irish, Old Irish"
Senan,m,Irish
Şenay,f,Turkish
Sence,f,Medieval Spanish
Sender,m,Yiddish
Sendoa,m,Basque
Seneca,m,Ancient Roman
Şener,m,Turkish
Senga,f,Scottish
Sengphet,f,Lao
Şengül,f,Turkish
Seniye,f,Turkish
Senja,f,Finnish
Senka,f,"Serbian, Croatian"
Senn,m,Dutch (Modern)
Senna,f,Dutch (Modern)
Sennacherib,m,"Ancient Assyrian (Anglicized), Biblical, Biblical Latin"
Senne,m,Dutch (Modern)
Senni,f,Finnish
Şenol,m,Turkish
Sens,f,Medieval Spanish
Senta,f,German
Senya,m,Russian
Seo-a,f,Korean
Seo-ah,f,Korean
Seoc,m,Scottish Gaelic
Seo-hyeon,f,Korean
Seo-hyun,f,Korean
Seoirse,m,Irish
Seo-jin,m,Korean
Seo-joon,m,Korean
Seo-jun,m,Korean
Seok,m,Korean
Seok-jin,m,Korean
Seon,f,Korean
Seona,f,Scottish
Seonag,f,Scottish Gaelic
Seònaid,f,Scottish Gaelic
Seong,m,Korean
Seong-ho,m,Korean
Seong-hun,m,Korean
Seong-hyeon,m,Korean
Seong-jin,m,Korean
Seong-min,m,Korean
Seong-su,m,Korean
Seong-won,m,Korean
Seon-u,m,Korean
Seon-yeong,f,Korean
Seòras,m,Scottish Gaelic
Seòsaidh,m,Scottish Gaelic
Seosamh,m,Irish
Seo-yeon,f,Korean
Seo-yun,f,Korean
Sep,m,Dutch
Sepehr,m,Persian
Sepeteus,m,Biblical Finnish
Séphora,f,French
Sepi,m,Finnish (Rare)
Sepideh,f,Persian
Sepp,m,German
Seppe,m,Flemish
Seppel,m,German (Rare)
Sepphora,f,Biblical Greek
Seppo 1,m,"Finnish, Finnish Mythology"
Seppo 2,m,Finnish
September,f,English (Rare)
Septima,f,Ancient Roman
Septimius,m,Ancient Roman
Septimus,m,Ancient Roman
Sequoia,f,English (Rare)
Sequoyah,m,Cherokee
Sera,f,English (Rare)
Serafeim,m,Greek
Serafim,m,"Greek, Portuguese, Russian, Bulgarian, Macedonian"
Serafima,f,Russian
Serafín,m,Spanish
Serafin,m,Polish (Rare)
Serafina,f,"Italian, Spanish, Portuguese (Rare)"
Serafino,m,Italian
Seraiah,m,Biblical
Serap,f,Turkish
Seraphim,m,Russian
Séraphin,m,French
Seraphina,f,"English (Rare), German (Rare), Late Roman"
Séraphine,f,French
Seraphinus,m,Late Roman
Serapion,m,Ancient Greek
Serapis,m,Egyptian Mythology (Hellenized)
Seraya,m,Biblical Hebrew
Sercan,m,Turkish
Serdar,m,"Turkish, Turkmen"
Seren,f,Welsh
Séréna,f,French (Modern)
Serena,f,"English, Italian, Late Roman"
Serenity,f,English (Modern)
Serge,m,French
Sergei,m,"Russian, Bulgarian"
Sergej,m,"Serbian, Slovene, Czech, Slovak, Russian, Bulgarian"
Sergejs,m,Latvian
Sergejus,m,Lithuanian
Sergey,m,"Russian, Bulgarian"
Serghei,m,Moldovan
Sergi,m,"Catalan, Georgian"
Sergine,f,French
Sérgio,m,Portuguese
Sergio,m,"Italian, Spanish"
Sergios,m,"Greek, Biblical Greek"
Sergiu,m,Romanian
Sergius,m,"Ancient Roman, Biblical Latin, Biblical"
Sergiusz,m,Polish
Sergo,m,"Georgian, Armenian"
Serhan,m,Turkish
Serhat,m,Turkish
Serhii,m,Ukrainian
Serhiy,m,Ukrainian
Şerif,m,Turkish
Şerife,f,Turkish
Serık,m,Kazakh
Serina,f,English
Serkan,m,Turkish
Serket,f,Egyptian Mythology
Şermin,f,Turkish
Serpil,f,Turkish
Serrena,f,English (Rare)
Servaas,m,Dutch (Rare)
Servando,m,Spanish
Servandus,m,Late Roman
Servaos,m,Limburgish
Servatius,m,Late Roman
Servius,m,Ancient Roman
Sesto,m,Italian
Set,m,Egyptian Mythology (Hellenized)
Setare,f,Persian
Setareh,f,Persian
Seth 1,m,"English, Biblical, Biblical Latin, Biblical Greek"
Seth 2,m,Egyptian Mythology (Hellenized)
Sethunya,f,Tswana
Seti,m,Ancient Egyptian
Setiawan,m,Indonesian
Setsuko,f,Japanese
Settimio,m,Italian
Settimo,m,Italian
Seulgi,f,Korean
Seulki,f,Korean
Seumas,m,Scottish Gaelic
Seung,m,Korean
Seung-hyeon,m,Korean
Seung-hyun,m,Korean
Seva,m,Russian
Seval,f,Turkish
Sevan,f,Armenian
Sevara,f,Uzbek
Sevasti,f,Greek
Sevastian,m,Russian (Rare)
Sevastyan,m,Russian (Rare)
Sevda,f,"Turkish, Azerbaijani"
Seve,m,Spanish
Seven,m,English (Modern)
Sévère,m,French (Rare)
Severi,m,Finnish
Severiano,m,Spanish
Severianus,m,Ancient Roman
Séverin,m,French
Severin,m,"German, Norwegian (Rare), Swedish (Rare), Danish (Rare)"
Severina,f,"Italian, Portuguese, Ancient Roman"
Sévérine,f,French (Rare)
Séverine,f,French
Severino,m,"Italian, Spanish, Portuguese"
Severinus,m,Ancient Roman
Severo,m,"Italian, Spanish, Portuguese"
Severus,m,Ancient Roman
Sevgi,f,Turkish
Sevil,f,"Turkish, Azerbaijani"
Sevim,f,Turkish
Sevinc,f,Azerbaijani
Sevinç,f,Turkish
Sevinj,f,Azerbaijani
Şevket,m,Turkish
Şevval,f,Turkish
Sevyn,f,English (Modern)
Seward,m,English
Seweryn,m,Polish
Seweryna,f,Polish (Rare)
Sextilius,m,Ancient Roman
Sextus,m,Ancient Roman
Seydou,m,Western African
Seyed,m,Persian
Seyfettin,m,Turkish
Seyfullah,m,Turkish
Şeyma,f,Turkish
Seymour,m,English
Seynabou,f,Western African
Seyyed,m,Persian
Seyyid,m,Turkish
Seyyit,m,Turkish
Sezım,f,Kazakh
Sganyodaiyo,m,Seneca
Shaban,m,"Arabic, Albanian"
Shabana,f,Urdu
Shabani,m,Swahili
Shabnam,f,"Persian, Urdu"
Shachar,f,Hebrew
Shachi,f,Hinduism
Shad 1,m,Persian
Shad 2,m,English
Shadi 1,m,Arabic
Shadi 2,f,Persian
Shadiya,f,Arabic
Shadrach,m,Biblical
Shadreck,m,English (African)
Shady,m,Arabic
Shadya,f,Arabic
Shae,f,English (Modern)
Shaelyn,f,English (Rare)
Shafaqat,m,Arabic
Shafiq,m,"Arabic, Urdu, Bengali, Malay"
Shafiqa,f,Arabic
Shahad,f,Arabic
Shahar,f,Hebrew
Shahd,f,Arabic
Shahed,m,"Arabic, Bengali"
Shaheen,m,"Persian, Urdu"
Shahid 1,m,"Arabic, Urdu"
Shahid 2,m,"Arabic, Bengali"
Shahida,f,"Arabic, Urdu, Bengali, Malay"
Shahin,m,"Persian, Arabic, Bengali"
Shahira,f,Arabic
Shahjahan,m,Urdu
Shahla,f,"Arabic, Persian"
Shahnaz,f,"Persian, Arabic, Urdu"
Shahnoza,f,"Uzbek, Tajik"
Shahpuhr,m,Middle Persian
Shahram,m,Persian
Shahrazad,f,"Persian (Rare), Arabic"
Shahrbanoo,f,Persian
Shahriar,m,Persian
Shahrivar,m,Persian Mythology
Shahriyar,m,Persian
Shahrizad,f,Arabic
Shahrokh,m,Persian
Shahrukh,m,"Urdu, Hindi"
Shahrzad,f,Persian
Shahzad,m,"Persian, Arabic, Urdu"
Shahzada,m,Urdu
Shai,m,Hebrew
Shailaja,f,"Hinduism, Telugu"
Shai-Li,f,Hebrew
Shaima,f,Arabic
Shaimaa,f,Arabic
Shaina,f,Yiddish
Shaindel,f,Yiddish (Rare)
Shaka,m,History
Shaked,f,Hebrew
Shakeel,m,Arabic
Shakhnoza,f,Uzbek (Russified)
Shakil,m,Arabic
Shakila,f,Arabic
Shakir,m,"Arabic, Urdu"
Shakira,f,Arabic
Shakti,f,"Hinduism, Hindi"
Shakuntala,f,"Hinduism, Hindi, Marathi"
Shakur,m,Arabic
Shakura,f,Arabic
Shalev,m,Hebrew
Shalim,m,Semitic Mythology
Shallum,m,"Biblical, Biblical Hebrew"
Shalmaneser,m,"Ancient Assyrian (Anglicized), Biblical, Biblical Hebrew"
Shalom,m,Hebrew
Shalva,m,Georgian
Shama,f,"Hindi, Urdu, Marathi"
Shamash,m,Semitic Mythology
Shambhu,m,"Hinduism, Hindi, Bengali, Nepali"
Shameem,f,"Urdu, Bengali"
Shameka,f,African American (Modern)
Shamgar,m,"Biblical, Biblical Hebrew"
Shamika,f,African American (Modern)
Shamil,m,"Arabic, Avar, Chechen, Kazakh, Tatar, Azerbaijani"
Shamim,f,"Arabic, Urdu, Bengali"
Shamira,f,Hebrew
Shamiso,f,Shona
Shammuramat,f,Ancient Assyrian
Shams,f,"Arabic, Persian, Urdu, Semitic Mythology"
Shamsa,f,Arabic
Shams ad-Din,m,Arabic
Shams al-Din,m,Arabic
Shamsuddin,m,"Arabic, Bengali, Malay"
Shamus,m,Irish
Shan 1,f,Welsh
Shan 2,f,Chinese
Shana 1,f,English
Shana 2,f,Yiddish
Shanae,f,"English (Modern), African American (Modern)"
Shandar,m,Urdu
Shandiin,f,Navajo
Shane,m,"Irish, English"
Shaneka,f,African American (Modern)
Shanelle,f,English (Modern)
Shanene,f,English (Rare)
Shanequa,f,African American (Modern)
Shani 1,f,Hebrew
Shani 2,m,Hinduism
Shania,f,English (Modern)
Shanice,f,African American (Modern)
Shanika,f,African American (Modern)
Shaniqua,f,African American (Modern)
Shanita,f,African American (Modern)
Shaniya,f,African American (Modern)
Shankar,m,"Hindi, Marathi, Kannada, Malayalam, Telugu, Tamil, Bengali, Nepali"
Shankara,m,Hinduism
Shanna,f,English
Shannah,f,English (Rare)
Shannen,f,English (Modern)
Shannon,f,English
Shanon,f,English
Shanta,f,"Hinduism, Hindi, Marathi, Nepali"
Shantae,f,African American (Rare)
Shantanu,m,"Hinduism, Hindi, Marathi, Bengali"
Shantel,f,English
Shantelle,f,English (Rare)
Shanthi,f,"Tamil, Malayalam, Kannada"
Shanti,f,"Hindi, Marathi, Nepali"
Shapour,m,Persian
Shapur,m,"History, Persian"
Shaquan,m,African American (Modern)
Shaquana,f,African American (Modern)
Shaquila,f,African American (Rare)
Shaquille,m,African American (Modern)
Sharad,m,"Hindi, Marathi, Nepali"
Sharada,f,"Hinduism, Hindi, Marathi, Nepali"
Sharalyn,f,English (Rare)
Sharar,m,"Biblical, Biblical Hebrew"
Shareef,m,Arabic
Shari,f,English
Sharia,m,Arabic (Rare)
Shariah,m,Arabic (Rare)
Sharif,m,"Arabic, Urdu, Pashto, Persian, Tajik, Uzbek, Malay"
Sharifa,f,Arabic
Sharifah,f,"Arabic, Malay"
Sharise,f,English (Rare)
Sharla,f,English
Sharleen,f,English
Sharlene,f,English
Sharma,m,Hindi
Sharmaine,f,English (Rare)
Sharmila,f,"Tamil, Marathi, Bengali"
Sharmin,f,Bengali
Sharon,f,"English, Hebrew"
Sharona,f,"Hebrew, English (Rare)"
Sharonda,f,African American (Modern)
Sharron,f,English
Sharru-Ukin,m,"Akkadian, Ancient Assyrian"
Sharyl,f,English
Sharyn,f,English
Shashi,m,"Hindi, Marathi, Bengali, Kannada, Telugu"
Shaukat,m,Urdu
Sha'ul,m,Biblical Hebrew
Shaul,m,Hebrew
Shaun,m,English
Shauna,f,English
Shaunte,f,African American (Rare)
Shavkat,m,"Uzbek, Tajik"
Shavon,f,"English (Modern), African American (Modern)"
Shavonne,f,"English (Modern), African American (Modern)"
Shaw,m,English (Rare)
Shawkat,m,"Arabic, Bengali"
Shawn,m,English
Shawna,f,English
Shawnda,f,English
Shawnee,f,English (Modern)
Shawqi,m,Arabic
Shay 1,m,Irish
Shay 2,m,Hebrew
Shaye,f,English (Rare)
Shayla,f,English
Shaylyn,f,English (Rare)
Shayma,f,Arabic
Shayna,f,Yiddish
Shaynah,f,Yiddish (Rare)
Shayne,m,English
Shazi,f,Arabic
Shazia,f,Urdu
Shea,m,Irish
She'alti'el,m,Biblical Hebrew
Shealtiel,m,Biblical
Sheamus,m,Irish
Sheard,m,English (Rare)
Sheba,m,Biblical
Sheela,f,"Marathi, Kannada, Hindi, Tamil"
Sheelagh,f,English (Rare)
Sheena,f,"Scottish, English"
Sheenagh,f,Scottish
She'era,f,Biblical Hebrew
Sheerah,f,Biblical
Shefqet,m,Albanian
Sheherazade,f,Literature
Shehnaz,f,Urdu
Shehu,m,Hausa
Sheila,f,"Irish, English"
Sheine,f,Yiddish (Rare)
Shekhar,m,"Hindi, Marathi, Punjabi, Gujarati"
Shekinah,f,Various
Shel,m,English
Shela,m,Biblical Hebrew
Shelach,m,Biblical Hebrew
Shelagh,f,English (Rare)
Shelah,m,Biblical
Shelbi,f,English (Modern)
Shelbie,f,English (Modern)
Shelby,m,English
Sheldon,m,English
Shelena,f,African American (Rare)
Shelia,f,English
Shell,f,English
Shelley,f,English
Shelly,f,English
Shelomit,f,Biblical Hebrew
Shelomith,f,Biblical
Shelomo,m,Biblical Hebrew
Shelton,m,English
Shem,m,"Biblical, Biblical Hebrew"
Shemaiah,m,Biblical
Shema'ya,m,Biblical Hebrew
Shemer,m,"Biblical, Biblical Hebrew"
Shemu'el,m,Biblical Hebrew
Shena,f,English (Modern)
Shenandoah,m,Oneida (Anglicized)
Sheng,m,Chinese
Shenouda,m,Coptic (Arabized)
Shenoute,m,Coptic
Sheona,f,Scottish
Shepherd,m,English
Sher,m,"Urdu, Pashto"
Sheraga,m,Jewish
Sherah,f,Biblical
Sherali,m,"Uzbek, Tajik"
Sheree,f,English
Shereen,f,Persian
Sheri,f,English
Sheridan,m,English
Sherie,f,English
Sherif,m,Arabic
Sherill,f,English (Rare)
Sherilyn,f,English
Sherisse,f,English (Rare)
Sherley,f,English (Rare)
Sherlock,m,Literature
Sherlyn,f,English (Modern)
Sherman,m,English
Sherri,f,English
Sherrie,f,English
Sherry,f,English
Sherryl,f,English
Sherwood,m,English
Sheryl,f,English
Sheryll,f,English
Sherzod,m,"Uzbek, Tajik"
Shet,m,Biblical Hebrew
Shevaun,f,English (Rare)
Shevon,f,English (Rare)
Shi,m,Chinese
Shib,m,Bengali
Shichiro,m,Japanese
Shichirō,m,Japanese
Shichirou,m,Japanese
Shideh,f,Persian
Shifra,f,"Hebrew, Biblical Hebrew"
Shigeko,f,Japanese
Shigeo,m,Japanese
Shigeru,m,Japanese
Shihab,m,Arabic
Shihan,f,Chinese
Shikha,f,Hindi
Shikoba,m,Choctaw
Shila,f,Marathi
Shiloh,m,Biblical
Shimaa,f,Arabic
Shim'at,f,Biblical Hebrew
Shimeath,f,Biblical
Shimei,m,Biblical
Shim'i,m,Biblical Hebrew
Shimmel,m,Yiddish (Rare)
Shimon,m,"Hebrew, Biblical Hebrew"
Shimshon,m,"Hebrew, Biblical Hebrew"
Shin,m,Japanese
Shingo,m,Japanese
Shin'ichi,m,Japanese
Shinji,m,Japanese
Shinju,f,Japanese
Shinobu,m,Japanese
Shinsuke,m,Japanese
Shinta,f,Javanese
Shin'ya,m,Japanese
Shinzō,m,Japanese
Shion,f,Japanese
Shiori,f,Japanese
Shiphrah,f,Biblical
Shir 1,f,Hebrew
Shir 2,m,Persian (Rare)
Shira,f,Hebrew
Shireen,f,Persian
Shiri,f,Hebrew
Shirin,f,Persian
Shirlee,f,English
Shirley,f,English
Shirli,f,Hebrew
Shiro,m,Japanese
Shirō,m,Japanese
Shirou,m,Japanese
Shiv,m,"Hindi, Marathi, Punjabi"
Shiva 1,m,"Hinduism, Telugu, Tamil, Kannada, Malayalam, Nepali"
Shiva 2,f,Persian
Shivali,f,Hindi
Shivani,f,"Hinduism, Hindi"
Shivini,m,Near Eastern Mythology
Shizue,f,Japanese
Shizuka,f,Japanese
Shizuko,f,Japanese
Shkëlqim,m,Albanian
Shlomit,f,Hebrew
Shlomo,m,Hebrew
Shmuel,m,Hebrew
Sho,m,Japanese
Shō,m,Japanese
Shoaib,m,"Arabic, Urdu"
Shobha,f,"Kannada, Hindi, Marathi"
Shōhei,m,Japanese
Shohre,f,Persian
Shohreh,f,Persian
Shōichi,m,Japanese
Shōji,m,Japanese
Shokoufeh,f,Persian
Shokufeh,f,Persian
Sholpan,f,Kazakh
Sholto,m,Scottish
Shon,m,English
Shona,f,Scottish
Shonda,f,English
Shoshana,f,Hebrew
Shoshanna,f,Biblical Hebrew
Shōta,m,Japanese
Shota,m,Japanese
Shou,m,Japanese
Shouhei,m,Japanese
Shouji,m,Japanese
Shouta,m,Japanese
Shpëtim,m,Albanian
Shpresa,f,Albanian
Shprintza,f,Yiddish (Rare)
Shprintze,f,Yiddish (Rare)
Shprintzel,f,Yiddish (Rare)
Shqipe,f,Albanian
Shraga,m,Jewish
Shrek,m,Popular Culture
Shresth,m,Hindi
Shreya,f,"Hindi, Marathi, Bengali, Gujarati"
Shri,f,Hinduism
Shridevi,f,Hinduism
Shrinivas,m,Marathi
Shripati,m,Hinduism
Shriram,m,"Hindi, Marathi"
Shrivatsa,m,Hindi (Rare)
Shu,f,Chinese
Shuai,m,Chinese
Shuaib,m,Arabic
Shuaibu,m,Hausa
Shuayb,m,Arabic
Shubham,m,"Hindi, Marathi"
Shufen,f,Chinese
Shug,m,Scots
Shuhrat,m,"Uzbek, Tajik"
Shuhui,f,Chinese
Shui,m,Chinese
Shujuan,f,Chinese
Shukhrat,m,"Uzbek (Russified), Tajik (Russified)"
Shukra,m,Hinduism
Shukri,m,Arabic
Shukria,f,"Arabic, Pashto, Dari Persian"
Shukriya,f,Arabic
Shukriyya,f,Arabic
Shula,f,Arabic
Shulamit,f,Hebrew
Shulamite,f,Biblical
Shulamith,f,Hebrew
Shulammit,f,Biblical Hebrew
Shulammite,f,Biblical
Shulmanu,m,Semitic Mythology
Shulmanu-Ashared,m,Ancient Assyrian
Shun 1,f,Chinese
Shun 2,f,Japanese
Shupikai,f,Shona
Shura,f,Russian
Shushan,f,Armenian
Shushanik,f,Armenian
Shweta,f,"Marathi, Hindi, Gujarati"
Shyam,m,"Hindi, Marathi, Telugu, Malayalam, Tamil, Kannada, Bengali, Nepali"
Shyama,m,"Hinduism, Hindi"
Shyamal,m,Bengali
Shyamala,f,"Tamil, Telugu, Marathi"
Shyanne,f,English (Modern)
Shyla,f,English (Modern)
Shylock,m,Literature
Sia,f,English
Siamak,m,"Persian, Persian Mythology"
Siamion,m,Belarusian
Siân,f,Welsh
Siana 1,f,Welsh
Siana 2,f,Bulgarian
Siani,f,Welsh
Siarhei,m,Belarusian
Siarl,m,Welsh
Siavash,m,"Persian, Persian Mythology"
Siavush,m,Persian
Sib,m,Bengali
Sibéal,f,Irish
Sibel,f,Turkish
Sibilla,f,Italian
Sibonakaliso,m,Zulu
Sibongile,f,"Zulu, Ndebele"
Sibusisiwe,f,Ndebele
Sibusiso,m,"Zulu, Swazi, Ndebele"
Sibyl,f,English
Sibylla,f,"Late Roman, German"
Sibylle,f,"German, French"
Sid,m,English
Siddharth,m,"Hindi, Marathi, Gujarati"
Siddhartha,m,"Sanskrit, Buddhism, Bengali"
Siddhi,f,Marathi
Siddiq,m,"Arabic, Urdu"
Siddiqa,f,"Arabic (Rare), Urdu"
Sidik,m,Indonesian
Sıdıka,f,Turkish
Sidiki,m,Western African
Sidnei,m,Portuguese (Brazilian)
Sidney,m,English
Sidónia,f,Slovak
Sidonia,f,"Late Roman, Georgian"
Sidonie,f,French
Sidónio,m,Portuguese
Sidonius,m,Late Roman
Sidony,f,English (Archaic)
Sidsel,f,"Norwegian, Danish"
Sieffre,m,Welsh
Siegbert,m,German
Sieger,m,Dutch (Rare)
Siegfried,m,"German, Germanic Mythology"
Sieghard,m,German
